N,P,K,temperature,humidity,ph,rainfall,label
105,14,95,18.5,61,7.0,134,Wheat
139,33,70,30.0,40,7.8,193,Millet
67,45,30,34.1,74,6.5,158,Cotton
130,86,56,34.0,43,7.5,118,Millet
136,14,72,37.4,62,6.2,194,Cotton
66,30,14,25.1,68,4.8,185,Groundnut
79,80,38,35.1,72,7.6,138,Sunflower
139,95,78,25.9,78,6.7,286,Rice
130,84,43,20.9,71,8.3,217,Sugarcane
142,41,35,31.8,79,6.5,119,Cotton
60,28,85,28.4,79,5.5,257,Barley
114,80,97,22.1,58,5.4,294,Sugarcane
88,96,83,39.5,32,7.8,115,Cotton
58,50,66,24.4,89,6.9,100,Barley
81,96,50,19.8,76,7.3,139,Cotton
82,74,45,37.3,86,5.0,269,Sugarcane
113,76,27,15.2,84,5.5,162,Sugarcane
126,66,76,39.9,36,4.7,170,Cotton
105,34,42,39.8,85,7.1,230,Wheat
105,26,29,19.6,45,7.5,198,Cotton
102,58,69,16.2,67,6.0,223,Rice
104,93,52,33.5,34,6.7,252,Rice
132,39,45,32.7,57,5.1,296,Soybean
138,80,78,38.5,79,5.4,129,Cotton
86,53,93,31.5,73,5.6,266,Cotton
61,50,63,35.9,43,7.4,105,Cotton
56,21,21,17.7,39,5.6,264,Wheat
95,54,75,28.7,82,6.2,283,Groundnut
56,42,38,23.3,79,7.6,135,Rice
111,73,67,32.4,84,6.1,149,Cotton
105,60,86,26.5,61,7.4,216,Barley
57,23,28,23.8,35,7.6,234,Sugarcane
124,17,52,33.4,41,6.8,198,Millet
84,97,72,18.4,60,8.5,106,Groundnut
93,45,50,26.2,85,8.1,150,Cotton
149,13,65,35.6,36,7.6,167,Cotton
110,24,45,29.7,54,5.9,126,Groundnut
116,18,98,25.5,90,7.7,299,Cotton
141,15,53,26.8,68,6.6,266,Rice
93,99,59,34.3,84,4.9,229,Sugarcane
56,48,26,27.9,77,7.7,256,Soybean
146,81,28,37.0,75,7.8,220,Sugarcane
105,91,11,15.1,44,5.3,229,Sugarcane
50,58,59,39.6,59,6.2,299,Rice
69,56,31,36.7,81,6.9,130,Maize
124,30,27,22.7,84,7.7,212,Sunflower
94,39,23,19.5,78,4.9,209,Wheat
54,52,92,37.3,77,4.5,227,Cotton
104,21,47,16.4,73,8.4,106,Groundnut
54,25,91,32.5,80,5.3,188,Cotton
67,44,87,34.2,79,8.4,279,Cotton
129,83,92,33.6,68,7.7,270,Cotton
130,43,45,25.3,30,6.2,156,Millet
147,26,87,38.3,78,8.2,223,Cotton
141,14,59,34.9,63,8.2,265,Cotton
85,23,83,25.0,62,6.2,238,Wheat
75,30,98,28.0,50,5.7,173,Soybean
62,54,62,16.7,33,7.5,258,Wheat
64,49,66,31.7,79,8.4,169,Cotton
91,90,86,35.4,34,7.3,177,Cotton
125,82,22,24.5,30,7.0,243,Rice
110,31,87,18.6,70,4.7,293,Sunflower
65,82,65,27.4,31,7.6,283,Wheat
107,37,49,22.6,67,5.5,287,Sugarcane
61,39,56,23.2,31,5.9,187,Groundnut
88,63,65,35.0,38,7.7,295,Cotton
145,85,66,30.7,42,5.9,249,Cotton
108,13,10,38.5,82,7.3,170,Wheat
88,78,93,32.0,40,4.7,148,Cotton
106,61,75,24.3,32,5.8,118,Rice
134,40,86,23.9,70,5.1,250,Sunflower
108,94,56,31.5,69,6.6,118,Maize
112,81,29,32.7,48,6.4,278,Rice
129,62,83,15.1,80,7.6,212,Barley
144,92,60,34.4,61,7.7,222,Sugarcane
98,29,91,29.0,75,8.0,108,Sugarcane
123,49,57,24.1,72,8.5,112,Rice
58,50,79,39.4,69,6.3,181,Cotton
89,31,49,29.4,46,8.1,229,Millet
122,55,75,20.0,78,7.4,203,Maize
134,37,88,28.7,52,7.7,224,Cotton
93,20,92,19.5,49,6.5,269,Wheat
91,84,29,22.5,70,7.1,181,Sugarcane
103,74,16,35.4,35,7.7,214,Sugarcane
88,12,60,16.2,55,6.8,163,Cotton
58,55,68,25.9,89,6.7,130,Wheat
115,58,83,29.8,59,7.3,272,Sunflower
112,37,25,21.6,44,7.8,102,Rice
80,52,29,26.4,85,5.9,175,Cotton
115,100,73,17.8,76,4.7,266,Sugarcane
53,65,11,21.2,33,5.9,149,Wheat
67,68,91,30.4,42,8.3,172,Cotton
99,58,98,32.9,35,8.3,181,Cotton
134,94,44,15.2,44,8.4,153,Sugarcane
72,45,97,38.7,88,6.4,246,Cotton
130,65,77,21.1,74,5.2,130,Sunflower
52,92,37,33.6,81,6.3,216,Sugarcane
88,85,82,19.6,42,5.1,171,Sugarcane
82,59,68,19.2,36,5.6,122,Soybean
110,95,41,26.0,86,7.9,153,Sugarcane
98,49,19,29.2,68,7.0,145,Cotton
105,24,47,38.6,87,5.7,254,Millet
122,11,10,17.8,77,5.2,171,Soybean
119,21,83,26.6,77,5.3,264,Maize
99,79,17,25.6,55,5.4,300,Sugarcane
71,20,92,21.2,65,6.0,135,Cotton
94,47,69,18.3,30,7.8,163,Rice
128,63,77,24.0,72,6.8,103,Millet
145,98,20,33.2,53,6.8,151,Sugarcane
79,37,73,24.5,47,6.2,116,Millet
87,59,85,38.7,51,7.0,289,Cotton
146,24,32,23.5,86,5.9,234,Sugarcane
60,73,30,23.0,86,7.8,171,Wheat
91,11,78,20.9,31,6.6,268,Wheat
109,81,31,28.8,63,6.0,284,Rice
131,73,63,31.7,74,7.2,195,Cotton
94,30,29,18.6,50,6.2,180,Soybean
131,44,68,17.0,65,6.4,232,Rice
117,61,34,16.2,33,5.3,239,Soybean
136,55,49,21.4,30,7.6,129,Sugarcane
106,87,57,30.2,69,5.6,127,Rice
106,41,63,32.8,33,5.3,149,Cotton
115,11,95,30.1,38,4.9,253,Cotton
96,47,10,36.0,89,8.3,111,Soybean
141,44,21,31.5,45,7.1,251,Millet
148,72,87,27.2,44,6.2,244,Rice
112,98,28,24.2,67,7.1,237,Sugarcane
116,92,72,33.6,76,6.9,231,Rice
140,88,65,16.4,76,8.5,216,Sugarcane
126,60,43,24.1,80,7.1,283,Cotton
62,80,96,31.8,50,6.8,175,Cotton
107,96,73,33.6,79,7.4,238,Cotton
112,33,36,37.2,57,6.3,197,Barley
121,35,21,28.0,87,6.4,223,Rice
111,50,36,36.4,45,7.0,156,Millet
104,56,99,30.1,57,5.1,116,Cotton
146,14,86,26.0,72,6.7,191,Soybean
78,52,57,22.6,65,8.4,261,Wheat
105,70,91,31.8,80,8.2,278,Cotton
94,40,12,31.3,49,7.0,253,Millet
53,10,78,33.8,30,8.4,213,Cotton
57,45,55,23.3,34,4.7,270,Soybean
121,93,66,19.2,50,6.6,222,Rice
82,77,64,23.4,79,5.4,119,Soybean
77,82,32,25.4,42,7.9,280,Wheat
116,21,56,34.7,57,5.7,253,Rice
119,59,52,21.5,72,6.4,284,Rice
98,47,19,25.9,87,5.6,291,Cotton
69,69,59,35.9,75,6.3,265,Millet
103,100,60,33.3,36,5.4,127,Millet
148,89,88,26.2,45,4.9,149,Millet
94,79,80,22.7,87,7.0,182,Sugarcane
89,52,72,21.0,72,7.2,218,Sugarcane
51,32,18,26.6,60,5.6,287,Maize
95,63,58,19.6,46,5.6,144,Barley
83,83,21,33.0,67,8.3,214,Sugarcane
55,48,66,17.3,75,8.3,129,Soybean
134,68,55,37.6,87,6.1,171,Soybean
60,98,45,32.3,60,6.8,162,Sugarcane
83,73,20,34.6,76,4.7,124,Maize
138,67,26,22.9,46,7.7,192,Groundnut
150,96,57,30.5,44,5.6,240,Sugarcane
57,90,42,33.9,62,5.9,231,Sugarcane
75,25,48,28.1,35,7.0,129,Millet
126,62,99,16.0,73,6.1,184,Sugarcane
69,19,67,26.0,67,7.4,273,Maize
89,90,57,37.1,35,8.0,235,Sugarcane
77,54,90,16.1,68,8.4,193,Wheat
116,47,22,29.5,87,5.0,249,Wheat
59,58,43,34.6,47,5.8,150,Millet
66,50,42,31.0,57,6.0,162,Cotton
114,32,82,29.7,36,7.8,245,Millet
104,51,96,17.0,30,6.3,120,Millet
122,79,61,35.3,45,6.0,237,Rice
67,90,42,38.5,49,4.8,131,Millet
100,100,68,24.6,40,6.3,166,Sugarcane
81,37,93,32.0,89,8.0,285,Cotton
113,68,79,37.1,61,8.1,126,Cotton
99,89,69,23.0,77,5.4,173,Sugarcane
74,40,26,31.7,77,5.8,133,Millet
110,35,65,39.5,83,7.9,298,Cotton
109,90,10,36.8,34,7.1,283,Sugarcane
103,18,89,21.8,66,7.8,197,Rice
143,15,12,22.0,71,7.1,264,Rice
56,77,19,15.2,77,6.4,226,Wheat
145,15,81,27.0,68,4.6,200,Sugarcane
68,44,16,36.5,54,5.8,266,Barley
70,10,41,37.5,89,7.7,293,Soybean
97,34,37,26.0,41,5.1,222,Millet
148,71,75,36.5,70,7.8,175,Cotton
57,84,17,38.7,90,7.4,213,Sugarcane
82,18,23,31.8,36,7.6,242,Millet
112,76,83,31.3,80,6.6,183,Cotton
118,72,85,37.6,58,8.3,239,Cotton
87,91,77,26.2,82,7.4,220,Sugarcane
127,69,52,25.4,64,5.6,126,Wheat
120,100,34,22.9,48,5.1,116,Cotton
72,98,58,38.6,72,7.6,284,Sugarcane
129,88,98,37.7,68,8.2,226,Cotton
102,50,30,30.6,90,6.1,241,Rice
122,53,64,32.1,77,8.0,183,Cotton
81,18,41,40.0,57,4.9,298,Wheat
109,15,13,26.7,39,6.5,190,Millet
126,82,71,38.0,35,7.8,116,Cotton
117,23,41,18.2,43,4.9,236,Sunflower
124,44,55,38.8,31,6.4,242,Rice
95,71,52,32.2,60,7.8,194,Sugarcane
50,96,87,19.2,89,5.4,297,Wheat
54,73,69,33.2,57,7.5,201,Cotton
65,81,57,25.4,31,5.7,256,Wheat
133,67,25,31.6,59,5.3,170,Rice
62,24,36,36.2,87,6.3,261,Millet
62,33,30,38.0,57,5.6,293,Groundnut
89,60,99,39.7,71,8.0,155,Cotton
114,15,58,31.2,38,7.7,250,Millet
77,91,43,32.9,62,5.0,208,Sugarcane
79,91,69,19.6,50,7.9,114,Wheat
135,20,100,38.5,36,8.2,174,Cotton
50,93,46,20.5,74,6.1,192,Wheat
132,79,93,15.2,41,8.1,210,Sugarcane
121,26,84,19.4,61,6.9,216,Rice
66,73,25,35.7,31,6.1,252,Sugarcane
121,58,23,38.3,31,7.0,128,Millet
112,40,36,20.2,46,8.2,116,Barley
140,57,22,26.5,40,7.3,251,Millet
112,17,22,31.2,78,5.6,103,Cotton
66,38,73,19.1,45,6.7,106,Cotton
98,55,96,20.6,47,5.6,179,Millet
136,18,75,24.1,37,5.1,222,Sunflower
60,70,64,38.0,44,5.0,225,Cotton
55,58,30,36.0,85,6.2,265,Sugarcane
82,62,24,19.9,35,5.4,258,Sunflower
91,76,36,22.2,39,8.0,129,Wheat
74,49,70,38.0,34,5.3,143,Cotton
89,16,34,37.4,63,5.7,276,Millet
112,21,78,31.4,32,8.0,232,Cotton
148,49,32,33.3,62,8.2,182,Soybean
67,72,20,34.8,73,6.3,278,Sugarcane
93,90,72,39.2,52,5.5,282,Cotton
82,96,73,19.1,71,8.1,185,Sugarcane
145,16,20,19.6,86,5.1,210,Millet
143,41,98,28.8,55,5.7,163,Barley
63,17,64,31.7,51,7.4,293,Cotton
141,12,81,33.1,85,5.0,206,Cotton
92,24,42,30.5,38,7.6,177,Millet
121,55,44,38.6,44,5.6,289,Millet
52,68,74,36.6,72,6.3,125,Cotton
111,27,29,33.8,64,6.0,261,Rice
80,29,56,21.0,89,4.6,257,Wheat
76,20,100,18.5,85,7.9,297,Sugarcane
145,41,42,24.2,82,5.4,139,Soybean
59,78,79,25.9,90,6.6,266,Wheat
108,51,72,22.8,58,6.3,277,Rice
55,56,69,15.8,42,7.5,292,Wheat
85,50,63,38.8,62,5.5,145,Cotton
145,80,46,38.1,47,5.7,207,Sugarcane
98,86,67,36.8,30,4.9,151,Cotton
54,28,25,33.2,53,6.9,128,Soybean
130,13,46,30.9,77,7.0,184,Groundnut
116,46,20,17.9,65,8.2,173,Sugarcane
78,86,47,17.1,66,7.1,248,Wheat
56,46,13,17.1,59,8.0,144,Millet
95,86,93,18.4,57,7.4,200,Sugarcane
86,51,38,24.9,81,5.5,223,Sugarcane
150,18,50,29.0,90,6.3,146,Groundnut
144,67,72,38.5,87,6.5,196,Cotton
145,69,13,22.2,40,8.0,261,Sunflower
118,21,65,35.2,52,6.4,153,Cotton
134,42,46,29.9,76,5.3,242,Wheat
149,15,45,19.5,35,6.0,102,Wheat
77,77,76,26.0,73,7.4,248,Wheat
114,13,87,29.3,71,7.4,121,Barley
71,40,21,34.1,39,6.5,271,Millet
93,30,45,35.4,90,5.4,284,Cotton
120,36,76,39.4,61,7.7,133,Cotton
76,80,11,34.9,89,7.4,104,Groundnut
118,21,87,21.3,72,7.1,200,Sunflower
139,15,42,17.2,88,8.0,112,Sugarcane
87,13,87,33.7,56,7.0,283,Cotton
94,98,25,28.1,68,6.2,143,Wheat
102,83,82,21.8,66,7.1,174,Sugarcane
107,76,87,27.0,71,7.9,176,Sugarcane
111,42,67,33.8,39,6.4,244,Rice
114,54,59,37.7,38,6.6,199,Millet
90,90,33,31.2,68,5.9,223,Sugarcane
84,78,67,21.1,66,7.2,284,Sugarcane
103,48,54,26.4,76,6.9,142,Groundnut
93,37,47,20.0,32,7.0,185,Soybean
62,33,86,24.9,34,5.3,178,Sugarcane
101,51,65,30.4,35,8.2,183,Cotton
99,74,28,38.2,82,4.7,300,Sugarcane
63,100,70,37.8,75,4.6,296,Cotton
150,79,61,28.1,32,6.2,275,Rice
136,17,39,38.2,80,8.1,172,Groundnut
70,12,61,27.8,37,4.7,131,Millet
98,14,59,36.0,68,6.0,153,Soybean
125,18,18,25.9,76,5.7,292,Soybean
147,91,38,25.4,31,8.0,204,Sugarcane
97,88,30,31.1,73,6.8,200,Sugarcane
74,64,97,15.3,50,7.2,212,Wheat
111,48,35,39.9,71,5.0,153,Sunflower
88,94,11,35.5,31,7.6,209,Sugarcane
145,87,52,23.2,55,8.0,102,Wheat
113,11,18,27.2,90,5.6,117,Rice
85,96,30,16.3,39,6.1,298,Sugarcane
55,19,20,24.1,59,5.1,209,Soybean
61,24,50,39.3,88,5.7,200,Maize
137,54,75,18.7,34,5.8,210,Rice
104,80,100,35.8,34,5.7,258,Cotton
114,55,64,34.7,71,7.3,182,Cotton
56,51,85,39.4,90,4.7,216,Cotton
133,79,79,36.7,79,6.3,221,Rice
51,18,63,16.0,61,8.1,102,Wheat
127,33,31,36.4,87,7.5,257,Sugarcane
95,79,53,28.0,72,8.2,165,Sugarcane
120,83,20,26.0,48,5.2,228,Sugarcane
118,22,17,39.6,79,7.5,167,Sunflower
57,38,72,34.9,36,5.9,208,Cotton
111,100,100,22.5,89,8.4,189,Sugarcane
50,76,71,38.8,43,8.2,273,Cotton
144,77,89,40.0,72,6.5,139,Cotton
70,55,95,37.0,72,5.3,206,Cotton
105,82,57,36.3,58,4.5,131,Cotton
122,45,40,15.7,31,6.7,295,Rice
102,56,94,25.4,88,7.5,293,Rice
117,59,90,17.1,89,4.9,271,Barley
148,64,11,24.3,79,7.4,141,Sunflower
80,29,50,27.9,30,5.5,184,Millet
90,24,15,27.8,40,7.5,202,Millet
137,94,99,37.4,47,5.7,269,Cotton
66,74,57,22.5,76,5.9,147,Wheat
88,17,51,22.4,37,5.2,150,Wheat
94,100,10,39.0,40,7.8,156,Sugarcane
110,19,28,34.1,31,7.0,237,Rice
145,39,40,30.8,48,5.0,155,Millet
105,81,42,19.2,42,8.1,150,Groundnut
127,54,89,24.8,52,4.6,233,Rice
126,83,23,30.1,54,5.5,113,Soybean
109,31,26,30.3,55,5.6,227,Sugarcane
114,22,35,27.2,71,5.9,290,Sugarcane
78,83,36,39.8,75,6.6,253,Sugarcane
126,17,64,24.4,58,5.2,237,Sunflower
109,12,93,32.5,82,5.9,126,Cotton
69,13,57,23.0,77,6.3,291,Sugarcane
137,61,83,25.7,56,4.9,130,Maize
103,95,41,35.0,37,6.6,138,Millet
57,88,70,28.3,74,7.9,294,Wheat
116,37,42,38.0,45,6.9,101,Millet
104,84,83,35.9,82,8.2,267,Cotton
90,78,12,20.9,31,8.3,100,Groundnut
63,25,29,29.8,36,6.5,202,Millet
137,84,62,39.5,71,6.6,295,Rice
82,65,83,28.3,87,6.0,203,Rice
68,39,11,27.9,68,6.9,199,Barley
140,60,23,34.2,56,6.7,281,Rice
64,57,27,32.6,37,6.8,236,Millet
95,49,33,27.8,42,5.8,257,Millet
105,34,71,19.6,79,5.3,242,Maize
124,93,37,19.3,48,5.3,113,Barley
89,41,40,17.5,80,6.2,194,Millet
74,82,95,18.4,68,7.5,221,Wheat
106,12,20,32.5,64,4.7,148,Barley
140,21,28,22.4,82,4.7,271,Rice
150,75,77,19.9,52,5.0,275,Sugarcane
114,43,72,22.7,77,5.3,143,Sugarcane
143,27,55,19.6,42,8.1,252,Soybean
142,64,12,18.4,72,8.0,103,Rice
53,81,25,23.7,33,7.6,261,Wheat
107,80,97,31.9,59,8.3,243,Cotton
115,65,21,25.5,83,6.4,117,Soybean
65,53,26,37.0,85,8.3,112,Cotton
142,59,22,22.0,90,8.1,280,Groundnut
112,47,55,15.2,71,4.5,268,Maize
74,25,22,35.3,55,7.5,125,Wheat
72,70,43,16.6,33,8.4,226,Wheat
66,98,63,31.4,65,7.2,209,Cotton
64,56,28,35.3,51,6.1,132,Millet
76,36,81,26.0,69,8.3,226,Sunflower
54,36,56,31.8,57,5.1,123,Soybean
88,14,91,24.8,84,7.1,246,Soybean
147,47,15,25.7,83,4.9,267,Sugarcane
93,63,93,33.1,79,8.4,133,Cotton
86,27,76,30.7,61,5.1,280,Cotton
128,42,100,38.4,33,6.0,132,Cotton
83,39,84,36.4,40,5.1,217,Cotton
105,10,26,39.5,54,8.2,169,Maize
67,26,25,36.5,34,5.2,237,Millet
147,64,51,31.4,61,4.7,267,Sugarcane
143,60,79,31.2,54,4.8,196,Cotton
129,40,93,29.2,87,8.0,294,Rice
89,36,76,26.0,79,6.6,200,Groundnut
129,98,88,17.2,32,5.8,236,Sugarcane
75,76,19,26.6,69,6.1,126,Wheat
61,78,76,36.1,87,6.0,151,Cotton
104,13,42,16.3,45,7.3,275,Rice
90,51,47,15.5,38,4.7,107,Wheat
111,57,12,26.4,45,4.7,108,Millet
86,77,81,28.4,34,5.2,134,Millet
96,72,86,22.0,73,7.7,241,Sugarcane
94,57,57,37.5,45,6.0,171,Millet
78,55,21,34.5,57,7.4,294,Sugarcane
67,99,69,31.0,66,5.7,148,Cotton
122,98,70,27.2,32,5.5,242,Sugarcane
79,13,99,18.6,43,7.9,121,Soybean
56,69,89,32.1,49,6.1,243,Cotton
111,83,68,27.2,51,7.0,237,Rice
88,42,13,16.0,59,6.8,102,Sunflower
137,32,10,29.9,84,5.6,225,Barley
118,47,73,29.1,47,8.4,164,Millet
65,90,57,27.4,59,6.2,181,Wheat
121,49,15,32.4,84,6.0,168,Wheat
106,20,77,32.0,32,7.9,211,Cotton
50,81,32,35.7,44,7.6,283,Sugarcane
110,46,52,24.4,71,6.6,229,Rice
72,100,19,21.8,84,5.5,251,Wheat
132,57,60,17.6,81,7.4,231,Cotton
136,45,10,20.1,33,6.0,135,Soybean
76,26,13,22.9,59,5.8,236,Sugarcane
102,65,67,19.8,52,6.0,269,Rice
102,48,65,27.9,47,7.8,162,Millet
145,50,47,39.6,69,8.2,183,Barley
140,30,32,34.5,52,5.5,293,Wheat
145,50,26,39.4,55,5.8,196,Barley
126,14,17,36.9,58,5.3,224,Soybean
68,72,57,31.0,71,5.5,112,Barley
116,77,48,19.3,41,6.7,208,Rice
135,37,88,32.7,81,4.7,132,Cotton
125,23,61,28.4,73,6.5,241,Rice
87,42,59,23.3,68,7.3,279,Soybean
145,61,95,33.5,56,8.3,200,Cotton
81,35,75,25.9,53,6.6,213,Groundnut
130,97,24,21.5,71,4.9,219,Sugarcane
93,12,81,32.0,35,8.1,285,Cotton
60,14,70,35.3,63,6.4,242,Cotton
77,15,62,15.6,82,4.9,282,Millet
101,11,17,29.3,59,6.8,165,Rice
61,26,74,38.7,36,5.4,229,Cotton
138,39,96,30.9,32,7.7,241,Cotton
122,63,22,16.0,47,6.7,216,Rice
64,61,81,29.5,56,5.5,222,Wheat
104,63,83,18.2,42,5.2,262,Millet
79,38,94,27.3,52,6.6,151,Rice
89,61,95,34.9,64,7.3,140,Cotton
113,97,28,36.2,83,6.2,228,Rice
72,47,51,37.4,70,8.3,115,Soybean
111,34,84,29.8,77,7.7,157,Sugarcane
68,91,51,19.6,51,6.7,117,Wheat
64,97,18,25.5,61,5.8,300,Wheat
78,30,98,16.7,48,7.4,241,Soybean
111,45,42,28.1,38,5.7,179,Millet
79,68,65,30.4,63,5.7,269,Cotton
64,11,27,25.7,85,7.3,199,Millet
128,95,87,17.9,58,5.4,211,Sugarcane
61,20,76,15.3,73,6.1,276,Sugarcane
54,87,82,23.2,62,6.8,214,Wheat
104,84,47,19.9,31,5.4,228,Sugarcane
88,13,88,30.0,54,6.3,242,Barley
136,65,12,36.6,53,5.3,216,Groundnut
115,44,65,35.2,87,8.0,214,Cotton
111,44,71,34.4,52,7.9,209,Cotton
131,93,88,36.6,85,5.1,148,Cotton
107,41,70,38.5,80,5.7,103,Cotton
72,78,12,17.9,47,6.4,176,Wheat
101,62,80,39.8,68,6.8,293,Rice
112,23,17,28.0,87,6.6,278,Rice
131,44,65,30.8,31,5.4,115,Cotton
109,34,14,27.2,59,5.5,290,Sunflower
100,24,26,38.3,68,7.0,298,Wheat
112,42,81,34.7,59,5.4,300,Cotton
52,13,89,35.0,64,5.4,114,Cotton
96,82,58,25.4,63,6.3,293,Sugarcane
55,79,53,33.1,74,6.5,199,Sugarcane
125,54,61,21.3,60,6.1,102,Sugarcane
134,26,76,21.4,89,4.6,245,Rice
80,51,94,26.2,41,7.3,245,Millet
112,10,87,37.5,37,8.2,293,Cotton
117,52,55,20.3,76,6.1,215,Rice
92,76,80,21.0,43,6.3,182,Sugarcane
55,45,30,19.0,61,7.3,191,Barley
86,64,85,19.6,34,5.4,180,Rice
114,19,50,38.5,64,5.8,189,Soybean
83,13,90,24.7,69,5.1,144,Soybean
120,20,52,29.8,31,5.0,107,Millet
126,60,17,25.2,83,6.5,286,Rice
127,17,40,17.1,39,6.6,206,Rice
94,82,88,38.3,79,4.8,296,Cotton
122,55,12,30.7,47,7.7,276,Millet
129,28,42,19.3,75,8.1,220,Millet
148,10,29,38.9,73,6.6,147,Sunflower
70,37,92,28.7,81,7.6,161,Cotton
59,15,46,24.3,44,5.9,278,Barley
143,99,17,39.3,84,8.5,157,Sugarcane
108,91,29,29.7,72,7.0,227,Rice
100,27,31,22.5,40,6.5,224,Barley
104,35,85,29.1,56,7.1,221,Sunflower
52,21,46,36.6,41,7.2,148,Millet
87,74,83,26.1,66,6.0,276,Sugarcane
86,69,77,25.0,69,6.1,298,Wheat
111,61,90,19.5,45,7.6,131,Barley
148,90,42,16.5,75,6.7,182,Sugarcane
134,52,12,16.8,62,4.7,298,Wheat
133,17,47,30.6,41,4.5,151,Millet
64,61,84,20.2,44,6.5,199,Wheat
147,46,56,28.1,69,7.5,146,Soybean
140,38,49,20.1,52,5.4,158,Groundnut
66,23,61,39.9,46,6.6,233,Cotton
112,49,53,17.3,82,5.6,147,Wheat
124,56,19,26.1,85,7.5,141,Sunflower
76,89,29,25.1,41,6.6,300,Wheat
140,35,72,17.6,77,6.9,271,Rice
148,62,80,36.3,88,5.3,112,Cotton
111,52,11,29.1,82,7.9,237,Wheat
82,49,58,32.1,64,8.4,227,Soybean
129,81,52,25.0,41,5.1,157,Sugarcane
65,89,15,15.1,59,5.9,132,Wheat
82,84,75,18.6,77,7.6,149,Barley
104,42,74,31.5,73,6.0,262,Rice
55,46,75,35.1,31,7.5,221,Cotton
141,36,62,17.0,55,5.9,176,Maize
89,63,66,20.1,74,8.1,222,Wheat
67,82,21,29.2,82,8.1,239,Wheat
79,14,20,39.0,82,5.8,102,Soybean
95,91,40,17.7,60,6.7,136,Soybean
51,31,79,23.0,34,8.2,108,Soybean
109,10,42,20.8,61,5.3,119,Sunflower
120,49,52,27.7,30,7.8,215,Millet
146,47,15,17.6,76,7.6,233,Cotton
80,75,58,25.3,36,8.3,101,Millet
127,90,28,35.5,68,5.3,294,Sugarcane
111,93,82,26.1,31,7.5,260,Sugarcane
147,41,99,33.8,70,7.6,193,Cotton
120,87,67,23.6,71,7.5,162,Sugarcane
95,14,62,28.8,35,8.1,266,Millet
71,32,41,37.1,35,6.4,277,Millet
94,66,53,29.5,60,8.2,135,Maize
52,73,23,21.4,45,5.9,166,Wheat
106,38,35,30.4,35,6.1,228,Rice
127,94,12,29.9,73,4.9,186,Sugarcane
139,76,21,28.1,75,7.7,128,Sunflower
97,69,72,18.9,67,6.5,252,Rice
126,94,75,31.9,76,5.3,247,Cotton
107,15,13,30.8,69,4.5,190,Rice
118,76,59,21.9,39,8.4,157,Sugarcane
54,13,89,38.7,70,7.9,289,Cotton
144,32,40,16.0,77,7.8,281,Rice
71,81,41,16.1,85,5.4,278,Wheat
143,41,23,18.5,81,7.1,252,Sunflower
139,23,35,30.5,34,4.7,104,Millet
107,67,74,36.9,69,5.8,194,Cotton
141,61,95,31.8,73,4.5,300,Cotton
126,27,95,31.8,59,6.2,135,Cotton
83,29,85,27.9,55,6.0,155,Maize
130,63,62,15.5,49,5.1,205,Sugarcane
93,52,22,39.9,39,6.8,175,Millet
138,25,48,32.2,52,5.6,288,Soybean
115,74,64,34.3,31,6.5,227,Rice
51,69,82,22.9,43,6.5,268,Wheat
76,38,67,21.7,71,8.4,217,Maize
50,56,70,38.0,79,4.7,137,Cotton
139,68,48,32.9,44,6.2,209,Rice
145,51,68,31.1,35,6.1,146,Cotton
69,93,61,35.7,42,5.1,220,Cotton
126,96,65,19.4,74,5.1,243,Sugarcane
140,93,53,39.9,75,6.3,134,Barley
82,10,89,26.6,59,4.9,284,Maize
109,26,85,36.0,49,8.5,184,Cotton
84,58,46,21.2,81,5.0,254,Maize
135,35,16,21.9,71,7.1,262,Maize
50,30,91,20.9,61,5.7,100,Groundnut
137,53,92,32.7,76,6.3,223,Rice
80,77,14,18.0,60,5.0,300,Sugarcane
76,62,13,32.0,69,7.1,285,Sugarcane
135,26,33,21.7,59,5.6,253,Groundnut
127,52,77,34.1,77,6.2,116,Cotton
104,80,95,22.7,78,6.4,196,Sugarcane
127,12,93,32.6,75,5.5,192,Cotton
86,42,76,20.7,57,4.9,296,Wheat
126,38,89,27.2,67,6.8,294,Rice
60,85,84,29.8,71,4.8,278,Wheat
72,13,92,32.1,79,7.0,208,Cotton
66,64,42,23.8,34,7.5,274,Wheat
74,20,79,38.6,60,5.2,209,Cotton
117,94,25,18.1,76,7.3,233,Sugarcane
120,18,10,29.2,66,5.5,215,Cotton
127,93,64,18.8,54,7.2,221,Sugarcane
55,40,73,36.9,86,8.1,224,Cotton
147,97,49,29.2,63,8.1,144,Soybean
95,83,53,33.6,41,7.2,248,Sugarcane
126,90,60,29.7,32,7.6,250,Sugarcane
71,39,29,19.8,87,5.6,246,Soybean
92,24,95,25.6,73,7.3,193,Groundnut
81,79,15,31.4,49,4.8,287,Sugarcane
86,97,58,18.9,80,5.8,299,Sugarcane
60,68,61,29.2,34,7.0,197,Wheat
74,82,100,39.3,72,4.5,196,Cotton
81,44,69,22.4,50,4.8,183,Soybean
106,18,38,36.0,85,5.7,140,Soybean
110,79,13,21.2,70,7.5,214,Sugarcane
145,37,48,28.1,49,5.0,251,Millet
56,84,39,33.4,34,5.4,104,Millet
61,67,51,16.6,88,6.3,106,Wheat
115,58,83,28.5,63,5.1,160,Sunflower
80,58,35,26.8,63,4.8,273,Groundnut
76,10,21,32.0,85,5.0,146,Maize
